video,question,starttime,endtime,frame,timestamp,confidence,success,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67
490,tell me about an event or something that you wish you could erase from your memory,282.02,304.593,8800.5,293.316666667,0.967748668142,1.0,709.722041298,707.344814159,707.696532448,709.077858407,714.682501475,728.333150442,751.44990708,782.210646018,818.139035398,853.543974926,883.509050147,907.086806785,921.301289086,928.130219764,932.239840708,936.431840708,938.316448378,737.917389381,754.553946903,776.226769912,797.640718289,817.2564941,849.079367257,869.463511799,889.724429204,908.611414454,920.65580826,832.786011799,831.790082596,830.904879056,829.914923304,805.655563422,816.123433628,826.567053097,837.401268437,847.255384956,760.999355457,774.081949853,788.965564897,800.716967552,787.656800885,772.633078171,859.031980826,873.322123894,887.507256637,898.025146018,887.20149115,873.072560472,783.617393805,800.371749263,815.076321534,824.142727139,834.513353982,847.185405605,859.757588496,846.166053097,833.458753687,822.41020649,812.58730236,798.764718289,790.810803835,814.16230531,823.379439528,833.906674041,852.41439233,833.826912979,823.292961652,814.155769912,406.694613569,437.592255162,469.346573746,500.847923304,532.443175516,562.072154867,588.267371681,610.797781711,619.057738938,614.425921829,596.427480826,572.788721239,545.450806785,516.096303835,488.151728614,460.563750737,431.254849558,408.369663717,398.245120944,397.577064897,404.451974926,414.484967552,416.427734513,410.509855457,408.126126844,411.478507375,423.249632743,434.327883481,452.245507375,470.260041298,489.350011799,504.373679941,508.842314159,512.72780826,511.122455752,508.052554572,428.814622419,423.356361357,424.782448378,434.840542773,437.151787611,436.098778761,439.068485251,431.346281711,432.798333333,440.212880531,444.881327434,443.80039528,547.355876106,541.021752212,537.554781711,541.281352507,539.054629794,544.693309735,552.804234513,562.107855457,564.652390855,564.734834808,563.361249263,559.116579646,547.542165192,548.126528024,549.488851032,549.292648968,552.508430678,550.320157817,550.64159882,549.080085546
491,have you been diagnosed with depression,625.59,677.85,19552.5,651.716666454,0.960446433036,0.990433673469,719.449608418,712.416181122,708.78874426,709.872762117,718.805877551,737.075822066,758.584044643,787.467776148,823.003935587,857.506646684,888.832330357,919.441958546,949.607481505,973.653579082,991.860740434,1006.99456952,1019.16741709,741.974572066,764.216983418,797.153773597,830.322991709,857.854342474,906.042174107,940.460915179,972.720641582,1000.2431824,1012.97400574,874.380137117,870.851621173,867.332648597,863.427993622,819.585666454,836.532705995,853.78401148,872.639482143,890.429609694,764.430633291,785.132874362,806.765154337,825.369603954,804.251342474,782.584371173,917.183336097,940.093090561,961.287509566,976.56774426,959.171129464,937.668019133,775.476529974,802.651290179,828.196816964,845.734388393,866.284130102,889.8499375,905.768544643,882.268935587,856.230853954,834.463424745,814.884558673,793.111668367,786.834124362,824.167852041,842.579844388,862.961725128,895.836999362,858.621211735,837.944466199,819.057356505,579.575833546,619.236293367,658.534489796,699.14824426,741.289652423,781.96774426,819.891752551,851.052263393,865.527623087,865.074263393,849.722374362,829.121311224,802.739521046,769.505195791,730.561436862,689.795004464,647.731142857,565.444070791,544.630143495,542.12723023,552.222403061,570.00530102,577.79391773,571.431950255,575.642466199,592.311587372,619.23669898,609.789186862,629.22731824,648.71675,669.785518495,693.057892219,701.280155612,708.916242985,709.177866071,708.925288265,599.524674745,594.244461735,597.961132653,612.086184311,613.202504464,609.82238648,629.645125,623.108601403,628.905685587,640.889577806,644.48119898,639.515940689,759.138701531,746.910077168,742.54793176,750.932311224,750.90409949,766.127267219,786.644442602,804.897997449,809.707044005,807.068702168,800.88425,785.419263393,761.721677934,758.571399872,764.207232143,766.937561224,784.244700255,787.580565689,785.057271046,778.554762117
491,tell me about a situation that you wish you had handled differently,386.981,435.59,12339.5,411.283333562,0.930390343836,0.968493150685,715.622121233,707.082139726,701.492807534,700.476958904,708.388021233,727.695782877,751.223638356,780.855911644,817.585209589,854.056847945,887.947134247,919.336545205,947.834471918,969.596667123,985.466541781,998.263820548,1007.91510822,747.056641096,772.05275137,804.654444521,836.100702055,862.807892466,910.242236301,940.683394521,969.336960274,994.842115068,1007.1460226,879.976725342,875.697172603,871.829660274,867.777112329,822.706019178,838.711080822,854.772719178,872.440004795,888.934462329,770.127973973,791.020589041,811.67345137,827.922060274,807.878863014,787.263689726,916.290915753,937.386320548,957.367939726,970.847669863,954.496910274,934.567457534,774.167477397,802.423589041,828.476660274,843.985908219,862.142686986,882.387778082,895.876052055,873.565721233,849.740963014,830.471672603,812.646379452,791.071344521,784.873235616,823.821171918,840.357795205,858.301067808,886.153523288,854.530318493,836.03975137,819.077629452,593.980391096,633.862495205,674.288290411,715.721817808,759.200346575,799.669815068,834.895690411,863.532267808,877.323772603,876.614091781,859.307861644,838.108895205,812.870515068,783.335135616,750.510808904,715.704767123,679.083562329,592.058036301,577.228232877,577.391488356,588.854069863,607.147927397,615.257578082,609.35485274,611.510911644,622.717956164,643.475337671,644.752492466,664.155843836,683.628087671,704.646473288,723.270352055,731.108508219,738.929773288,740.055674658,739.414880822,629.90560411,626.15779863,630.038488356,643.286955479,644.251213014,640.250692466,659.721673288,653.684390411,658.885472603,669.908171918,673.439632192,668.746969178,782.225746575,772.614278767,770.013338356,777.740339726,777.459104795,790.76684589,808.187763014,824.35069863,829.075715068,827.066976027,821.695571918,807.130625342,784.592236301,785.259913699,790.073658904,792.394145205,806.489515753,808.307956849,806.55020137,801.369617808
491,how have you been feeling lately,594.338,620.502,18223.5,607.416666667,0.903764828499,0.905852417303,702.71686514,694.588541985,689.627535623,689.538609415,697.774576336,716.209437659,739.112610687,769.332380407,805.60530916,840.443262087,872.432538168,903.464815522,934.178147583,958.943655216,978.056941476,993.522933842,1005.79578372,729.437363868,753.140783715,786.468954198,819.039795165,846.320282443,893.291328244,926.73355598,957.825277354,984.62396056,996.916651399,863.208267176,859.618599237,856.074572519,852.149053435,807.703899491,824.003541985,840.605575064,858.436828244,875.348188295,754.348919847,774.990886768,796.228575064,813.31144402,793.013265903,771.728384224,904.325503817,926.196446565,946.755003817,960.855571247,944.264768448,923.53607888,762.549660305,790.441124682,815.13447201,831.538063613,850.919564885,871.847167939,885.151234097,864.34062341,841.126030534,820.804382952,802.228872774,780.982077608,773.875204835,810.764950382,828.120085242,847.313910941,875.76866285,843.977396947,824.535440204,806.71016285,595.653175573,632.786237913,669.735760814,709.11401145,752.150066158,794.366729008,834.286729008,867.324348601,881.784473282,880.118744275,862.77466285,841.372256997,815.047466921,783.277610687,746.45151145,708.292648855,668.054215013,593.484776081,575.445698473,574.351255725,585.067440204,602.66466285,609.719248092,603.695890585,607.638237913,623.521924936,648.437243003,639.594194656,659.782914758,680.122749364,701.896899491,721.224354962,729.507729008,736.969012723,737.520917303,737.306590331,625.73728626,620.863525445,624.782907125,638.859298982,640.18347201,636.412798982,655.307307888,649.015234097,654.619637405,665.862328244,669.94452799,665.256683206,783.231081425,772.864961832,768.919613232,777.078484733,776.722564885,790.276201018,808.861596692,825.374422392,829.530519084,827.24355598,821.210515267,807.425399491,785.934534351,784.432301527,789.852848601,792.03059542,806.827804071,808.360069975,806.215435115,799.969075064
491,what are some things you wish you could change about yourself,736.103,749.827,22290.0,742.96666586,0.966091990315,1.0,644.623094431,639.113254237,637.350891041,639.408268765,648.23737046,666.693714286,690.034707022,720.744857143,757.465445521,793.997123487,827.316016949,858.727581114,887.252653753,908.170416465,922.739486683,934.355012107,943.112261501,664.422399516,685.752409201,716.416803874,747.012435835,773.094188862,822.812983051,854.874084746,886.019658596,914.110070218,930.777394673,792.346062954,789.115849879,785.853864407,782.240842615,744.45559322,760.527922518,776.709791768,794.544966102,811.413493947,686.726953995,706.086230024,727.804377724,746.121990315,725.415309927,703.885946731,837.754380145,859.868677966,881.457198547,897.118951574,880.142159806,858.541452785,707.183726392,731.592900726,755.026622276,771.484360775,790.393268765,813.906414044,832.526883777,809.798619855,785.236324455,764.981552058,746.816200969,725.619230024,718.005895884,752.346961259,769.45235109,788.334602906,822.186380145,786.257002421,767.068305085,749.601983051,568.945416465,606.494733656,644.514811138,683.374711864,721.8352954,755.884556901,784.742815981,806.673215496,816.257668281,817.287849879,806.831319613,790.810268765,766.882544794,734.011784504,695.30603632,655.427714286,615.057213075,537.387230024,515.878970944,510.799750605,516.246363196,529.509031477,534.490699758,527.661336562,531.026893462,544.087476998,568.728024213,562.25833414,577.657368039,593.042646489,609.980941889,643.284605327,649.052280872,653.96274092,653.967215496,653.530786925,568.298171913,559.665627119,561.543244552,574.49596368,577.32020339,575.692186441,584.147082324,576.109728814,580.796595642,593.395970944,596.474845036,592.565159806,713.972021792,695.701491525,688.377433414,694.822082324,693.810615012,708.743377724,731.210072639,743.737845036,746.4967046,744.914978208,740.765677966,731.388801453,714.399794189,704.095154964,707.667786925,709.392336562,728.486808717,726.570583535,725.063658596,720.890142857
491,tell me about the hardest decision you've ever had to make,492.173,543.28,15532.5,517.716666884,0.959948865059,0.996740547588,706.778436767,704.02364472,704.379737288,708.819200782,720.330362451,740.466728814,763.53204498,792.419947849,827.672230769,862.340363755,892.642094524,921.132799218,946.585848761,964.810546936,977.05677575,986.608626467,993.122576923,725.385135593,744.527936115,774.648269231,806.260762712,833.893273142,878.29566884,909.877707953,940.765084746,968.643213168,983.765157757,852.759756193,850.399677966,848.187531943,845.882532595,808.173228814,824.595019557,841.152347458,858.928546284,875.563768579,749.3831206,768.164097784,788.824029987,807.087651239,787.582630378,766.967694263,894.81601043,915.642801173,936.254009126,951.904677966,935.451295306,914.676756193,773.580661017,797.006276402,820.60376206,837.30319296,856.050083442,879.508233377,896.815130378,876.244983051,852.106774446,831.926110169,813.366052151,791.629672099,783.996327249,818.379105606,835.640228814,854.49435528,887.003516297,852.916123859,833.747810952,816.022925033,647.127099739,686.214925684,724.519080183,762.824028683,801.309304433,836.417856584,868.170704042,893.1738794,903.394129726,900.107237288,882.411996089,859.340988918,830.851981747,796.847488266,760.048135593,722.602940026,684.094789439,631.075500652,610.604769231,605.357326597,611.831532595,626.18984485,629.834949804,621.67464472,622.611067145,634.813063233,657.731645372,661.504621904,679.50885528,697.490239244,717.008584746,744.602829205,750.428586701,755.862754237,754.743029987,752.892386571,661.539187093,654.640835072,656.214759452,668.234059322,670.983316819,669.678964798,676.654861147,668.163735332,671.798046936,682.006054759,686.714674055,683.889887223,813.334123859,798.195622555,791.156806389,797.409273142,795.380795306,808.100383312,826.730188396,845.403384615,852.09036897,851.626833768,847.861722295,835.810067797,814.577966754,807.031293351,810.361857888,811.25206193,825.384654498,830.745293351,830.21232073,826.146994785
491,tell me about an event or something that you wish you could erase from your memory,544.815,567.25,16682.0,556.033333333,0.872371991111,0.881481481481,742.497017778,738.125614815,736.669722963,739.836551111,751.188333333,771.836823704,795.938568889,825.312241481,858.68834963,891.217691852,919.67210963,947.021385185,971.541171852,989.677774815,1001.98442667,1011.07758667,1017.31576444,768.652093333,788.403394074,816.746103704,845.779642963,870.925875556,914.752995556,943.346681481,971.15861037,996.201962963,1009.76126667,889.351031111,886.981205926,884.813300741,882.480662222,844.849687407,860.516238519,876.215407407,892.819717037,908.277838519,790.847112593,809.087700741,828.230231111,844.774374815,826.466219259,807.334771852,926.461165926,946.586072593,965.605508148,979.640702222,964.529882963,945.415158519,806.790162963,831.358241481,855.037453333,871.165342222,889.415727407,911.466342222,927.172091852,907.159687407,884.304054815,864.826881481,846.895302222,825.217868148,816.459625185,852.648054815,869.339731852,887.630546667,918.147605926,885.439411852,866.834282963,849.641906667,627.410413333,663.844099259,700.24030963,737.128005926,773.905817778,807.625404444,837.951441481,861.347254815,869.4108,864.744484444,846.139117037,823.91158963,796.681118519,764.493145185,729.860638519,695.22794963,660.085081481,608.471908148,589.954700741,584.821728889,590.705053333,604.318617778,607.795834074,600.417736296,601.54316,612.827823704,634.203062222,637.880247407,654.28646963,670.732765926,688.573808889,714.945622222,720.455026667,725.516874074,724.476734815,722.841657778,638.783952593,632.38909037,634.083505185,645.050888889,647.544902222,646.096496296,652.905078519,645.552198519,648.876995556,658.418331852,662.375637037,659.813299259,774.738511111,760.912228148,754.969416296,760.896177778,759.123628148,770.527152593,787.930148148,805.927835556,812.322195556,811.960745185,808.339915556,796.964684444,775.874312593,769.873032593,773.192084444,773.873613333,786.738691852,792.585155556,792.34674963,788.624656296
491,have you ever been diagnosed with p_t_s_d,621.696,624.89,18700.0,623.3,0.973008329897,1.0,695.305731959,688.553773196,685.126608247,686.295597938,695.333278351,713.626350515,735.381690722,765.665958763,801.472030928,834.703072165,864.480092784,893.783721649,924.170443299,949.099670103,968.541134021,984.740474227,998.06656701,718.220969072,741.089443299,775.251752577,809.370742268,837.460587629,886.148721649,921.217237113,953.62942268,981.252979381,993.826443299,854.257969072,851.312154639,848.222865979,844.639257732,798.959020619,816.386123711,834.166309278,853.088505155,871.075659794,742.026113402,763.127082474,785.392391753,804.386041237,782.793721649,760.485845361,897.815134021,921.080278351,942.583350515,957.657247423,940.593628866,918.76071134,752.658278351,781.52156701,807.289969072,825.632896907,847.15914433,870.480865979,885.633391753,862.825216495,837.231958763,814.631,794.315525773,771.96314433,764.521092784,803.000216495,822.280319588,843.646381443,875.88228866,839.188391753,817.679618557,797.892061856,586.945298969,625.417298969,663.329268041,703.511134021,745.98843299,788.366989691,829.033381443,861.969371134,876.449041237,875.738381443,860.545072165,840.208525773,813.837103093,780.435865979,740.386484536,698.670134021,655.362917526,572.031030928,549.90543299,547.058876289,556.998546392,574.623659794,582.268185567,575.856783505,580.709804124,598.738659794,627.233216495,613.727103093,633.822597938,654.100484536,675.849639175,698.981659794,707.694536082,715.598103093,715.792876289,715.784030928,604.245278351,598.144453608,602.063783505,616.999216495,618.339391753,614.862092784,634.635680412,627.471268041,633.510876289,646.306010309,650.194597938,645.004536082,766.273123711,753.85957732,749.35657732,757.954175258,758.008773196,773.649278351,795.04157732,811.860164948,815.605938144,812.743536082,806.218226804,791.375618557,769.096309278,765.315752577,771.362515464,773.978030928,792.446257732,793.540340206,790.895134021,783.932206186
492,what are some things you wish you could change about yourself,782.281,821.054,24051.0,801.666666953,0.921788649785,1.0,687.526702146,687.024992275,688.982612876,693.418905579,703.081830901,719.505722747,738.988266094,760.808992275,789.466486695,820.465626609,849.259226609,874.542044635,893.987016309,906.009837768,912.499665236,917.462296996,920.842963948,701.708040343,714.926133906,735.614083262,757.132536481,776.828712446,814.751045494,836.902865236,859.414155365,880.942475536,895.452075536,795.478987124,793.078395708,790.721714163,788.48627897,763.606694421,776.123060944,789.006503004,803.111670386,815.962612017,722.049122747,735.047357082,748.833414592,762.129025751,748.275516738,734.579636052,829.480213734,844.687761373,859.039276395,871.920215451,858.517983691,844.207902146,742.917353648,758.283793991,775.076890129,787.507060086,802.258715021,821.428551073,839.756739056,820.781219742,801.834102146,786.046550215,772.41536309,756.660096137,749.858840343,774.803844635,787.587179399,802.451030043,831.792961373,802.402556223,787.202503863,774.316976824,545.807419742,575.834498712,605.918347639,635.529546781,664.012272103,688.846762232,709.250030901,725.506915021,731.959958798,728.862951073,715.348443777,699.057827468,678.092467811,652.691498712,624.853124464,596.811,569.106602575,526.126645494,510.893448927,505.983066094,510.11931073,520.086954506,521.971029185,515.694411159,514.809624893,520.500009442,535.00368412,545.86895794,563.458452361,580.774327039,598.969812876,612.557087554,617.53863176,621.96783691,619.223015451,615.963901288,547.066424034,543.259830901,543.651543348,550.080825751,551.476957082,551.060296996,554.378497854,549.725230043,551.507699571,556.932166524,559.098705579,557.836181116,652.485983691,643.568325322,640.044086695,643.980582833,641.897177682,648.357582833,658.932193991,671.392312446,677.041193133,677.753078112,675.780403433,668.65091588,653.237078112,651.454351073,653.443239485,653.141428326,658.707456652,660.986474678,661.812011159,660.025122747
492,tell me about an event or something that you wish you could erase from your memory,546.893,634.601,17723.5,590.75,0.92755699696,1.0,691.19112386,690.179652736,691.369166793,695.02256269,703.842329787,719.665515957,739.634171733,762.752702888,792.307597264,823.473291413,851.949785714,877.088683131,896.889551672,909.445761018,916.570139818,922.048993541,925.979091185,707.161012158,720.345968465,741.59531155,763.99624962,784.255536854,819.906414134,842.80218731,866.053914894,887.922171733,902.019072188,801.228647416,799.082711246,796.933557751,794.836467705,769.05780965,781.765344985,794.772917173,808.821328647,821.674566869,727.65868503,740.934850304,754.864883359,768.306066109,754.453959347,740.588593085,834.835400836,850.24143921,864.60268997,877.425078647,864.172567629,849.759196429,747.447538754,763.30487766,780.458785714,792.892931991,807.62693617,826.660355243,844.366087006,825.732175912,806.974478723,791.224024696,777.596414134,761.535259878,754.695809271,779.910655015,792.707520137,807.524256459,836.520672112,807.384957067,792.226767477,779.265206687,540.222985182,568.951110182,597.748945669,626.37662386,654.359927432,679.393651596,700.540995441,717.646020137,724.837539514,722.350115122,709.985712386,694.419300532,673.807028116,648.461875,620.488054711,592.517342705,564.706545973,521.420571809,504.944331687,499.195208587,502.738457827,512.501788374,514.002211626,507.885272036,507.836277356,515.247237462,531.422533435,537.776630699,554.357778875,570.67468541,587.917070289,602.745226824,607.588885638,611.851779255,609.362302052,606.587481763,540.282861322,536.104848404,536.477984422,543.029943389,544.342282675,544.019612842,547.32387424,542.536629939,544.531217705,550.311455547,552.224891717,550.839539514,644.037658055,633.572576748,629.42868579,633.368763678,631.472734422,638.841233663,651.149947948,663.150990502,668.145610562,668.593702508,666.564053951,659.695529255,644.537442629,641.036566489,643.041746201,642.984208587,650.509738982,652.299457827,652.859155015,650.961197188
492,have you been diagnosed with depression,712.174,714.62,21403.0,713.4,0.943868826667,1.0,695.062786667,693.44416,694.705706667,698.15428,706.82888,722.71044,741.20824,761.433853333,788.578,819.113266667,848.509333333,874.61812,894.42624,907.129533333,914.656306667,920.440986667,924.031693333,710.349106667,726.185426667,746.349026667,765.645586667,783.449253333,826.448346667,846.319573333,865.97468,885.16344,899.462453333,803.840946667,800.33036,797.011093333,793.816573333,768.56216,780.566266667,792.820693333,806.522946667,819.045106667,727.63784,740.64984,754.9918,767.462666667,753.083333333,738.960053333,837.230493333,852.395693333,867.285866667,879.545586667,866.334,851.687826667,744.21104,760.570893333,777.191146667,789.760533333,804.91208,823.242426667,840.645413333,821.426333333,802.317013333,786.262186667,772.395693333,757.332333333,750.90744,776.26088,789.402613333,804.606853333,832.479186667,804.294293333,788.787146667,775.67144,547.314666667,578.096893333,609.024453333,639.574,669.01748,694.47088,714.933733333,730.843453333,737.352586667,735.52984,722.282493333,707.07352,687.314533333,663.239933333,636.977386667,610.298573333,584.118066667,521.009533333,509.9906,508.333026667,514.379733333,525.47304,530.883346667,525.942,525.177826667,528.409626667,539.906413333,555.139253333,574.28532,593.21116,612.782773333,624.073893333,629.652173333,634.862293333,632.909586667,629.98152,549.7892,545.999573333,547.775813333,556.70192,557.614986667,555.758373333,565.490946667,560.32788,562.49868,569.520173333,571.954373333,570.121506667,659.782133333,653.041706667,650.85164,655.641626667,654.243493333,661.10476,671.49316,680.8848,685.081466667,685.021786667,682.314346667,675.079266667,661.250013333,663.143506667,665.875946667,666.245866667,671.132213333,668.860693333,668.985293333,666.646586667
492,tell me about the hardest decision you've ever had to make,528.722,544.19,16095.0,536.466666667,0.934550931183,1.0,687.169886022,686.50883871,688.136623656,691.78416129,700.2402,715.396126882,735.006344086,757.675148387,787.398769892,819.553434409,849.236802151,875.193348387,895.070686022,906.963363441,913.32903871,917.921653763,920.922344086,700.627935484,713.752131183,734.579655914,756.100823656,775.700090323,811.620645161,834.335313978,857.7262,879.708451613,894.421513978,793.069784946,790.649544086,788.219946237,785.869335484,761.756524731,774.133552688,786.746466667,800.589696774,813.327623656,720.555352688,733.202165591,747.262890323,760.645664516,746.726204301,732.755436559,827.798995699,843.089810753,857.695017204,870.580043011,857.240956989,842.687756989,741.851804301,756.769012903,772.952606452,785.121301075,799.662860215,818.806619355,837.497053763,818.370329032,799.589660215,784.079378495,770.872901075,755.700352688,748.889963441,772.734709677,785.214341935,799.90091828,829.347563441,799.988232258,785.036647312,772.516926882,536.655197849,564.379053763,592.141984946,619.92947957,647.398090323,672.18575914,693.240756989,710.614298925,717.88052043,715.435477419,703.11555914,687.883417204,667.689129032,642.819475269,615.245873118,587.644387097,560.316348387,514.01448172,498.593053763,493.808572043,497.894408602,507.930107527,509.695630108,503.305324731,502.908051613,509.552651613,525.03572043,531.888230108,548.842395699,565.533836559,583.128651613,597.847967742,602.614090323,606.718619355,604.204847312,601.244473118,532.94035914,528.070737634,528.550470968,536.129754839,537.421206452,537.002178495,540.526901075,534.784511828,536.685144086,543.112509677,545.197582796,543.882767742,638.151124731,628.443365591,624.587247312,628.397445161,626.366716129,633.221223656,644.742286022,654.70916129,658.922591398,659.374264516,657.50203871,651.649733333,638.577488172,635.963427957,637.803187097,637.604776344,643.995189247,643.653453763,644.264911828,642.528750538
492,is there anything you regret,822.616,824.29,24704.5,823.45,0.909821442308,1.0,681.088692308,682.918096154,687.026884615,692.804211538,703.656942308,721.624442308,743.300403846,767.136134615,796.032211538,826.420519231,853.590134615,877.775307692,896.051173077,906.585730769,911.447557692,914.157384615,914.686788462,694.068230769,708.326076923,729.970788462,751.935653846,772.315653846,810.307942308,831.757423077,853.620269231,874.925826923,890.239711538,792.809711538,792.113365385,791.518480769,791.10575,766.107615385,778.678192308,791.538769231,804.814923077,816.708596154,715.771423077,728.519576923,743.020807692,756.9435,742.693057692,728.301269231,826.427076923,841.197942308,855.981557692,868.948134615,856.091557692,841.386096154,748.483576923,763.303961538,779.123961538,790.935557692,804.408884615,821.91125,838.646307692,822.407019231,805.792865385,791.313942308,778.527019231,763.068884615,755.596307692,779.370019231,791.394269231,805.101480769,830.711711538,805.639807692,791.673711538,779.578923077,553.082865385,583.488269231,613.898826923,643.530096154,672.416903846,697.048923077,717.068403846,732.878288462,737.981326923,733.217557692,717.619442308,699.221480769,676.713653846,649.727961538,620.831,591.621557692,563.045307692,533.660019231,518.791711538,514.133269231,517.704461538,526.540980769,526.579557692,519.73,517.229653846,520.495211538,533.306980769,550.142634615,567.932096154,585.497942308,603.99975,618.827634615,623.00775,626.547230769,623.242711538,619.162903846,553.847903846,548.637826923,548.406788462,555.345211538,557.781115385,557.990865385,555.903326923,549.281673077,550.262173077,555.590634615,559.113365385,558.731769231,661.108403846,650.338711538,645.390461538,648.620153846,645.689,651.544326923,661.915903846,673.310461538,678.852634615,680.194519231,679.159115385,674.023673077,661.046076923,656.775692308,657.847173077,656.940230769,661.665269231,663.031634615,664.642538462,663.773538462
